Nome;Partido;Estado;Codigo;CD01O091O008804;CD01O091O008805;CD01O091O008806;CD01O091O008807;CD01O091O008808;CD01O092E008810;CD01O092E008811;CD01O092E008812;CD01O092E008813;CD01O094O008814;CD01O094O008815;CD01O094O008817;CD01O094O008818;CD01O100O008819;CD01O109O008822;CD01O109O008823;CD01O109O008824;CD01O109O008826;CD01O110E008832;CD01O111E008835;CD01O114E008846;CD01O122O008858;CD01O122O008859;CD01O123E008860;CD01O123E008861;CD01O123E008863;CD01O123E008864;CD01O123E008865;CD01O124E008866;CD01O124E008867;CD01O124E008868;CD01O124E008869;CD01O124E008870;CD01O124E008871;CD01O124E008872;CD01O124E008873;CD01O127E008874;CD01O127E008875;CD01O127E008876;CD01O127E008877;CD01O127E008878;CD01O127E008879;CD01O127E008880;CD01O127E008881;CD01O127E008883;CD01O127E008891;CD01O128E008893;CD01O128E008894;CD01O128E008895;Lado;tsne-1d-one;tsne-2d-two
HELIO LOPES;PSL;Rio de Janeiro;303;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Obstrução;Obstrução;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-8.656341;26.339106
GLAUBER BRAGA;PSOL;Rio de Janeiro;304;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não;Não;Sim;Sim;OPOSIÇÃO;-16.568357;8.650873
JANDIRA FEGHALI;PCdoB;Rio de Janeiro;305;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Sim;Obstrução;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;OPOSIÇÃO;-10.380021;-6.4576406
HUGO LEAL;PSD;Rio de Janeiro;306;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Sim;Não;Não;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;0.4981751;-9.684921
JUNINHO DO PNEU;DEM;Rio de Janeiro;308;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;8.523997;-14.702377
LOURIVAL GOMES;PSL;Rio de Janeiro;309;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Não;Não;GOVERNO;19.565184;-13.218399
LUIZ ANTÔNIO CORRÊA;S.Part.;Rio de Janeiro;310;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Abstenção;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;8.9037;-13.933634
LUIZ LIMA;PSL;Rio de Janeiro;311;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;GOVERNO;17.662376;-14.449748
MAJOR FABIANA;PSL;Rio de Janeiro;312;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.5716958;18.412153
MARCELO CALERO;CIDADANIA;Rio de Janeiro;313;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;0.4708221;14.050814
PEDRO PAULO;DEM;Rio de Janeiro;314;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Não Votou;Obstrução;Obstrução;Não Votou;Não;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não;Sim;Sim;Sim;GOVERNO;-8.232897;24.949352
MARCELO FREIXO;PSOL;Rio de Janeiro;315;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;OPOSIÇÃO;-10.3836975;-13.964256
MÁRCIO LABRE;PSL;Rio de Janeiro;316;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Não;GOVERNO;18.636923;-14.424232
OTONI DE PAULA;PSC;Rio de Janeiro;317;Não Votou;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;7.146228;-16.534744
PAULO GANIME;NOVO;Rio de Janeiro;318;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;2.7958329;17.604902
PAULO RAMOS;PDT;Rio de Janeiro;319;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Não;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Sim;Sim;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;MINORIA;-6.654666;-15.229047
PROFESSOR JOZIEL;PSL;Rio de Janeiro;320;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não;GOVERNO;17.119808;-13.931326
GURGEL;PSL;Rio de Janeiro;321;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Art.;Art.;Art.;Art.;Art.;Art.;Não Votou;Art.;Não Votou;Não Votou;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Não Votou;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;Art.;GOVERNO;2.0464616;16.671473
RODRIGO MAIA;DEM;Rio de Janeiro;322;Art.;Art.;Art.;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Art.;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Art.;Art.;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Não Votou;Obstrução;Não;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Sim;GOVERNO;-14.385894;15.974562
TALÍRIA PETRONE;PSOL;Rio de Janeiro;323;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-12.915066;7.8998985
VINICIUS FARAH;MDB;Rio de Janeiro;324;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Abstenção;Não;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-0.9297617;7.3397384
ROSANGELA GOMES;PRB;Rio de Janeiro;325;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Não;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Não Votou;GOVERNO;8.5882225;-13.015129
WLADIMIR GAROTINHO;PSD;Rio de Janeiro;327;Não Votou;Não Votou;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-1.2324427;14.388916
SORAYA SANTOS;PR;Rio de Janeiro;328;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Sim;GOVERNO;-5.908619;-9.112036
SÓSTENES CAVALCANTE;DEM;Rio de Janeiro;329;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;GOVERNO;2.6250472;15.231544
RENATA ABREU;Podemos;São Paulo;330;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não;Não;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;0.07682222;12.973823
ALEX MANENTE;CIDADANIA;São Paulo;331;Não;Não Votou;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;MINORIA;11.545567;-13.773779
ABOU ANNI;PSL;São Paulo;332;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;17.047504;-14.38652
ADRIANA VENTURA;NOVO;São Paulo;333;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;GOVERNO;4.505164;-11.717238
ALEXANDRE LEITE;DEM;São Paulo;334;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-2.104702;12.926277
BRUNA FURLAN;PSDB;São Paulo;335;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-10.465259;8.96371
ARLINDO CHINAGLIA;PT;São Paulo;336;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;OPOSIÇÃO;-12.546939;12.855504
ALENCAR SANTANA BRAGA;PT;São Paulo;337;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não Votou;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Não Votou;Não;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Não Votou;OPOSIÇÃO;-11.723874;4.94136
CARLOS SAMPAIO;PSDB;São Paulo;338;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;-6.6201024;-4.490621
ARNALDO JARDIM;CIDADANIA;São Paulo;339;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não;Não;Não;Sim;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Não;MINORIA;8.526564;-18.915348
ALEXANDRE FROTA;PSL;São Paulo;340;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não;Sim;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Obstrução;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Sim;Sim;GOVERNO;-6.1219053;28.415173
ALEXANDRE PADILHA;PT;São Paulo;341;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;OPOSIÇÃO;-8.527709;-11.1652355
BALEIA ROSSI;MDB;São Paulo;342;Não Votou;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;4.217841;-16.94803
ALEXIS FONTEYNE;NOVO;São Paulo;343;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;16.841818;-15.982412
GUILHERME DERRITE;PP;São Paulo;344;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;20.793581;-11.554749
ELI CORRÊA FILHO;DEM;São Paulo;345;Não;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;12.329345;-13.561312
CAPITÃO AUGUSTO;PR;São Paulo;346;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Não;Não;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;4.0454445;12.533875
CELSO RUSSOMANNO;PRB;São Paulo;347;Não;Não Votou;Sim;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.6570318;15.835986
GUILHERME MUSSI;PP;São Paulo;348;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-4.1880603;13.773953
JEFFERSON CAMPOS;PSB;São Paulo;349;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Obstrução;Não;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Não;Não;Não;OPOSIÇÃO;-0.88216233;-16.117355
CARLA ZAMBELLI;PSL;São Paulo;350;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Sim;Não;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não;GOVERNO;21.9659;-13.077393
CEZINHA DE MADUREIRA;PSD;São Paulo;351;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Obstrução;Não;Não;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-1.3990965;15.450922
EDUARDO BOLSONARO;PSL;São Paulo;352;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não;Não;Não Votou;Não;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Não Votou;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;GOVERNO;3.1804843;-11.93455
EDUARDO CURY;PSDB;São Paulo;353;Não;Não;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;GOVERNO;16.193483;-13.262615
CORONEL TADEU;PSL;São Paulo;354;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;GOVERNO;4.021675;-10.2052
