Nome;Partido;Estado;Codigo;CC01O010E008955;CD01O185E008959;CD01O185E008960;CD01O187E008961;CD01O187E008962;CD01O187E008963;CD01O187E008964;CD01O187E008965;CD01O188E008966;CD01O188E008967;CD01O188E008968;CD01O189E008969;CD01O189E008970;CD01O189E008971;CD01O189E008972;CD01O191E008973;CD01O191E008974;CD01O191E008975;CD01O192E008976;CD01O192E008977;CD01O192E008978;CD01O192E008979;CD01O194E008980;CD01O194E008981;CD01O194E008982;CD01O194E008983;CD01O195E008984;CD01O195E008985;CD01O195E008986;CD01O195E008988;CD01O196E008989;CD01O196E008990;CD01O196E008991;CD01O196E008992;CD01O196E008993;Lado;tsne-1d-one;tsne-2d-two
LUISA CANZIANI;PTB;Paraná;454;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não;Abstenção;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Não Votou;GOVERNO;-32.283924;-8.442234
VERMELHO;PSD;Paraná;455;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-0.24863356;8.819795
LUCIANO DUCCI;PSB;Paraná;457;Obstrução;Não Votou;Não;Não;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;6.037359;2.2687461
PAULO EDUARDO MARTINS;PSC;Paraná;458;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;16.399994;6.040687
LUIZ NISHIMORI;PL;Paraná;459;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-24.595926;-21.2666
RUBENS BUENO;CIDADANIA;Paraná;460;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não Votou;Sim;Sim;Sim;Sim;MINORIA;32.15668;13.085117
PEDRO LUPION;DEM;Paraná;461;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;24.619865;0.22203033
RICARDO BARROS;PP;Paraná;462;Não Votou;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;-6.598169;9.016317
LUIZÃO GOULART;PRB;Paraná;463;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;6.927131;7.805117
SARGENTO FAHUR;PSD;Paraná;464;Sim;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não Votou;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Não Votou;Sim;Sim;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;12.9695;20.645714
GIACOBO;PL;Paraná;466;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;3.0283585;-1.859867
SERGIO SOUZA;MDB;Paraná;467;Sim;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;4.0399294;-0.26163754
ZECA DIRCEU;PT;Paraná;468;Não;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;11.043192;-6.6023874
SCHIAVINATO;PP;Paraná;469;Sim;Sim;Não;Não;Não Votou;Sim;Obstrução;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;7.0292974;4.2905636
TONINHO WANDSCHEER;PROS;Paraná;470;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Não;Sim;MINORIA;-25.74763;-18.088732
ANGELA AMIN;PP;Santa Catarina;471;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;13.68017;8.256483
CELSO MALDANER;MDB;Santa Catarina;472;Sim;Sim;Não;Não;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;15.36181;9.161599
CARLOS CHIODINI;MDB;Santa Catarina;473;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.606062;10.866205
CAROLINE DE TONI;PSL;Santa Catarina;474;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-5.402592;-3.4007154
CORONEL ARMANDO;PSL;Santa Catarina;475;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;6.1463323;-2.5200536
DANIEL FREITAS;PSL;Santa Catarina;476;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;14.826287;15.646057
CARMEN ZANOTTO;CIDADANIA;Santa Catarina;477;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;18.070288;13.900022
DARCI DE MATOS;PSD;Santa Catarina;478;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;8.900841;12.304615
FABIO SCHIOCHET;PSL;Santa Catarina;479;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;GOVERNO;-7.5746636;3.8267455
GILSON MARQUES;NOVO;Santa Catarina;480;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.74795;14.827677
PEDRO UCZAI;PT;Santa Catarina;481;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;OPOSIÇÃO;14.827526;15.64597
GEOVANIA DE SÁ;PSDB;Santa Catarina;482;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;32.358192;11.087307
ROGÉRIO PENINHA MENDONÇA;MDB;Santa Catarina;483;Sim;Art.;Art.;Não;Não;Sim;Não Votou;Sim;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-28.960312;-16.751741
HÉLIO COSTA;PRB;Santa Catarina;484;Sim;Sim;Não;Não;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Não;Não;Art.;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.752545;23.258451
RICARDO GUIDI;PSD;Santa Catarina;485;Sim;Não;Não;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;5.078727;14.394716
ALCEU MOREIRA;MDB;Rio Grande do Sul;486;Não Votou;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.130651;12.59978
AFONSO HAMM;PP;Rio Grande do Sul;487;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;6.531004;-0.14540477
RODRIGO COELHO;PSB;Santa Catarina;488;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;16.50546;14.727629
BIBO NUNES;PSL;Rio Grande do Sul;489;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não Votou;GOVERNO;0.8486538;2.0725129
AFONSO MOTTA;PDT;Rio Grande do Sul;490;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;-1.3052515;5.4181366
DANIEL TRZECIAK;PSDB;Rio Grande do Sul;491;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;12.916602;11.086153
CARLOS GOMES;PRB;Rio Grande do Sul;492;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-20.32418;-16.038637
GIOVANI FELTES;MDB;Rio Grande do Sul;494;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;10.591223;13.753549
DANRLEI DE DEUS HINTERHOLZ;PSD;Rio Grande do Sul;495;Não;Não Votou;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;15.807713;17.213898
FERNANDA MELCHIONNA;PSOL;Rio Grande do Sul;496;Obstrução;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;21.203375;7.927535
HENRIQUE FONTANA;PT;Rio Grande do Sul;498;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não;Não Votou;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;OPOSIÇÃO;0.19065559;-13.082482
BOHN GASS;PT;Rio Grande do Sul;499;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Sim;OPOSIÇÃO;-35.41159;-10.818996
LIZIANE BAYER;PSB;Rio Grande do Sul;500;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;OPOSIÇÃO;-36.736366;-11.5729685
LUCAS REDECKER;PSDB;Rio Grande do Sul;501;Não;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não Votou;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-27.234154;-15.075318
GIOVANI CHERINI;PL;Rio Grande do Sul;502;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;-6.561907;4.3054
MARCEL VAN HATTEM;NOVO;Rio Grande do Sul;503;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.18996;15.504944
HEITOR SCHUCH;PSB;Rio Grande do Sul;504;Obstrução;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;7.387842;-3.7818866
JERÔNIMO GOERGEN;PP;Rio Grande do Sul;505;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;GOVERNO;31.092823;12.3515215
MARCELO MORAES;PTB;Rio Grande do Sul;506;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Obstrução;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-23.139751;-23.666206
MARCON;PT;Rio Grande do Sul;507;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;21.322937;14.706771
MARIA DO ROSÁRIO;PT;Rio Grande do Sul;508;Não Votou;Obstrução;Obstrução;Obstrução;Não Votou;Obstrução;Obstrução;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Sim;OPOSIÇÃO;12.576112;-3.395052
MARLON SANTOS;PDT;Rio Grande do Sul;509;Não Votou;Obstrução;Não Votou;Não;Obstrução;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Obstrução;Não Votou;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Não Votou;MINORIA;-33.835686;-11.9209385
MAURÍCIO DZIEDRICKI;PTB;Rio Grande do Sul;511;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Não Votou;Não;Sim;Não;Obstrução;Sim;Não;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-28.563282;-13.804951
NEREU CRISPIM;PSL;Rio Grande do Sul;512;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Obstrução;Obstrução;Sim;Sim;Não;Sim;Sim;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-13.271336;-11.767403
PAULO PIMENTA;PT;Rio Grande do Sul;513;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;12.645768;3.153103
PEDRO WESTPHALEN;PP;Rio Grande do Sul;514;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;12.505704;14.213102
MÁRCIO BIOLCHI;MDB;Rio Grande do Sul;515;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;20.12301;1.1475832
POMPEO DE MATTOS;PDT;Rio Grande do Sul;516;Não Votou;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Abstenção;Sim;Não Votou;Obstrução;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;MINORIA;-27.729115;-11.48576
SANDERSON;PSL;Rio Grande do Sul;517;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;13.680133;8.256768
JORGE BRAZ;PRB;Rio de Janeiro;518;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;11.005957;12.679164
DAVID MIRANDA;PSOL;Rio de Janeiro;519;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-11.41794;-14.405349
LUIS MIRANDA;DEM;Distrito Federal;525;Sim;Sim;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;4.8148384;10.206581
MARCELO BRUM;PSL;Rio Grande do Sul;526;Sim;Não Votou;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;19.918001;2.5668182
EVANDRO ROMAN;PSD;Paraná;527;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Não;Não Votou;Obstrução;Obstrução;Não Votou;Obstrução;Não;Sim;Obstrução;Não;Não;Não;Obstrução;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não;Não;Não;Sim;GOVERNO;-28.660503;-12.494697
REINHOLD STEPHANES JUNIOR;PSD;Paraná;528;Sim;Sim;Não;Não Votou;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Não Votou;Sim;GOVERNO;10.756906;10.726173
DARCÍSIO PERONDI;MDB;Rio Grande do Sul;529;Não Votou;Sim;Não Votou;Não;Não Votou;Sim;Não Votou;Abstenção;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;21.518036;6.2386146
TED CONTI;PSB;Espírito Santo;531;Obstrução;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;OPOSIÇÃO;23.288868;17.226929
BIA CAVASSA;PSDB;Mato Grosso do Sul;532;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;GOVERNO;14.533334;9.671889
ENÉIAS REIS;PSL;Minas Gerais;533;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;GOVERNO;-18.307182;-12.245504
SANTINI;PTB;Rio Grande do Sul;534;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Sim;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;Não Votou;Sim;Sim;Sim;Sim;GOVERNO;2.2278788;12.630054
JOSEILDO RAMOS;PT;Bahia;537;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Sim;Sim;Não;Não;Não;Obstrução;Não;Sim;Não;Obstrução;Sim;Não;Não;Obstrução;Não;Não;Não;Não Votou;OPOSIÇÃO;-27.685968;-15.510638
PAULO MAGALHÃES;PSD;Bahia;538;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Sim;Sim;GOVERNO;-4.1186624;2.1326513
GASTÃO VIEIRA;PROS;Maranhão;539;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;MINORIA;12.113296;-6.914702
ANÍBAL GOMES;DEM;Ceará;541;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Sim;Não;Não Votou;Sim;Não;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;GOVERNO;6.243712;20.425034
